latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-33.848858,151.19551,86.0,36000,Australia/Sydney,GMT+10

time,precipitation_sum (mm),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2021-09-04,12.30,37.8,17.6,3
2021-09-05,5.80,55.8,27.9,282
2021-09-06,0.00,67.0,28.5,224
2021-09-07,0.50,42.1,19.9,257
2021-09-08,0.00,29.2,15.1,332
2021-09-09,0.00,41.8,21.9,298
2021-09-10,0.00,45.7,20.4,254
2021-09-11,0.00,32.0,16.9,321
2021-09-12,0.00,53.3,26.9,311
2021-09-13,2.80,53.6,26.7,196
2021-09-14,8.40,63.4,31.7,197
2021-09-15,0.50,47.9,23.5,203
2021-09-16,0.90,40.0,15.9,198
2021-09-17,0.00,52.6,27.5,20
2021-09-18,0.30,56.9,26.3,316
2021-09-19,0.00,38.9,20.7,314
2021-09-20,0.00,67.3,32.2,300
2021-09-21,0.10,86.8,38.3,215
2021-09-22,0.00,45.4,20.5,225
2021-09-23,0.00,29.2,14.8,296
2021-09-24,0.00,53.6,27.8,306
2021-09-25,0.50,62.3,29.7,182
2021-09-26,4.60,52.6,24.9,164
2021-09-27,0.00,40.7,20.2,30
2021-09-28,0.20,44.3,23.5,26
2021-09-29,3.80,42.5,16.6,30
2021-09-30,4.50,40.3,18.4,9
2021-10-01,4.90,36.0,15.8,349
2021-10-02,1.50,36.0,13.7,295
2021-10-03,0.40,36.7,15.8,288
2021-10-04,0.40,51.8,24.2,272
2021-10-05,0.00,60.1,28.3,265
2021-10-06,0.00,46.1,21.9,295
2021-10-07,0.30,71.3,35.3,249
2021-10-08,0.30,51.8,24.8,50
2021-10-09,0.00,39.6,20.7,25
2021-10-10,11.70,66.6,30.9,192
2021-10-11,6.90,51.8,27.4,182
2021-10-12,3.70,38.2,16.8,109
2021-10-13,8.20,49.0,27.0,55
2021-10-14,22.80,55.1,26.5,22
2021-10-15,1.30,48.2,21.9,298
2021-10-16,0.10,65.5,33.9,282
2021-10-17,0.00,36.0,16.5,306
2021-10-18,0.00,35.6,18.8,360
2021-10-19,3.40,62.6,32.8,195
2021-10-20,0.20,38.9,18.3,187
2021-10-21,0.60,31.7,14.2,109
2021-10-22,1.50,31.7,14.7,70
2021-10-23,9.10,35.6,17.8,40
2021-10-24,1.80,50.0,25.0,175
2021-10-25,1.20,45.0,22.3,196
2021-10-26,0.00,39.6,17.7,105
2021-10-27,0.00,38.5,18.5,67
2021-10-28,0.00,33.5,18.6,7
2021-10-29,0.00,64.1,32.4,304
2021-10-30,0.20,45.0,21.2,167
2021-10-31,0.00,36.7,17.1,50
2021-11-01,0.00,41.8,21.2,33
2021-11-02,0.20,45.4,21.7,52
2021-11-03,0.00,52.6,26.5,36
2021-11-04,14.60,27.0,10.6,47
2021-11-05,9.90,42.8,21.5,66
2021-11-06,0.30,47.2,23.7,37
2021-11-07,9.60,29.2,10.4,344
2021-11-08,11.80,34.2,16.5,173
2021-11-09,0.30,35.6,16.4,130
2021-11-10,7.70,29.2,15.5,23
2021-11-11,4.80,47.2,23.4,154
2021-11-12,16.70,38.9,21.1,157
2021-11-13,0.30,74.9,37.9,286
2021-11-14,2.10,62.3,29.6,291
2021-11-15,0.00,59.0,27.9,280
2021-11-16,0.00,46.1,21.9,186
2021-11-17,1.00,36.0,17.2,66
2021-11-18,0.80,51.8,26.7,30
2021-11-19,0.30,35.6,17.8,25
2021-11-20,1.80,38.2,19.1,185
2021-11-21,24.00,56.2,28.9,155
2021-11-22,3.80,47.9,24.5,148
2021-11-23,3.30,37.1,18.3,122
2021-11-24,0.90,45.4,24.1,36
2021-11-25,11.80,38.5,17.8,31
2021-11-26,21.60,66.6,34.6,179
2021-11-27,4.50,63.0,33.1,180
2021-11-28,1.70,48.6,23.6,181
2021-11-29,0.60,31.3,15.3,131
2021-11-30,0.10,29.9,14.1,64
2021-12-01,4.40,37.4,17.4,51
2021-12-02,0.00,41.0,19.3,42
2021-12-03,0.10,58.0,28.5,179
2021-12-04,9.50,57.2,29.2,176
2021-12-05,2.00,49.0,24.3,151
2021-12-06,0.40,30.6,14.3,57
2021-12-07,0.70,40.3,15.2,7
2021-12-08,13.90,49.7,26.0,181
2021-12-09,17.70,33.8,15.6,168
2021-12-10,12.40,57.6,31.1,259
2021-12-11,0.10,60.1,30.5,206
2021-12-12,1.00,47.9,23.5,190
2021-12-13,0.00,37.1,16.5,178
2021-12-14,0.00,33.5,14.6,176
2021-12-15,0.20,37.8,18.6,31
2021-12-16,1.40,48.6,24.4,161
2021-12-17,0.70,41.4,21.4,61
2021-12-18,0.30,43.9,19.4,12
2021-12-19,0.20,51.5,26.7,332
2021-12-20,0.80,45.0,22.7,43
2021-12-21,0.00,35.3,15.5,170
2021-12-22,0.30,39.6,19.1,153
2021-12-23,4.80,37.1,17.7,63
2021-12-24,2.20,37.1,17.4,152
2021-12-25,0.00,48.2,25.2,34
2021-12-26,4.10,51.5,27.9,167
2021-12-27,6.90,60.8,31.3,171
2021-12-28,6.10,50.4,24.5,160
2021-12-29,6.50,30.6,12.5,173
2021-12-30,0.00,41.8,20.9,27
2021-12-31,0.00,47.9,24.7,37
2022-01-01,0.10,46.4,23.3,35
2022-01-02,0.00,49.0,25.7,37
2022-01-03,0.00,36.4,17.1,121
2022-01-04,0.70,42.5,20.3,144
2022-01-05,25.10,39.2,18.5,110
2022-01-06,5.70,61.6,31.3,53
2022-01-07,14.20,65.9,34.2,40
2022-01-08,8.10,42.8,23.7,56
2022-01-09,5.80,38.9,19.8,156
2022-01-10,0.60,41.4,21.2,51
2022-01-11,3.00,37.8,18.4,55
2022-01-12,4.40,39.2,18.9,149
2022-01-13,10.50,28.8,12.3,148
2022-01-14,0.90,38.2,19.1,38
2022-01-15,2.40,39.2,17.8,18
2022-01-16,0.00,40.3,20.3,174
2022-01-17,0.00,34.6,16.6,37
2022-01-18,7.20,41.0,21.8,175
2022-01-19,11.80,61.9,32.3,169
2022-01-20,2.30,60.1,29.5,141
2022-01-21,2.50,41.8,19.6,122
2022-01-22,1.10,41.8,19.7,155
2022-01-23,3.90,32.0,14.6,154
2022-01-24,4.50,28.8,14.1,127
2022-01-25,0.20,35.6,16.9,53
2022-01-26,0.10,40.3,18.7,64
2022-01-27,0.10,42.8,21.1,45
2022-01-28,0.00,46.8,24.0,39
2022-01-29,0.00,46.1,22.1,43
2022-01-30,0.50,34.2,15.9,58
2022-01-31,0.80,34.6,16.2,70
2022-02-01,2.30,25.6,12.6,354
2022-02-02,12.10,56.2,29.0,180
2022-02-03,3.30,73.4,37.8,192
2022-02-04,5.70,64.4,32.8,172
2022-02-05,3.40,52.2,26.2,151
2022-02-06,5.80,54.7,26.8,149
2022-02-07,4.60,51.5,25.2,168
2022-02-08,4.70,34.9,17.0,189
2022-02-09,0.00,41.4,20.4,1
2022-02-10,0.60,37.4,20.3,84
2022-02-11,4.50,57.2,28.7,174
2022-02-12,8.40,41.8,18.5,153
2022-02-13,1.60,36.4,16.9,76
2022-02-14,0.10,42.8,22.7,32
2022-02-15,0.10,45.7,23.6,40
2022-02-16,0.20,43.2,21.3,34
2022-02-17,0.90,46.8,24.7,27
2022-02-18,1.50,45.0,23.3,139
2022-02-19,2.50,40.7,20.0,126
2022-02-20,0.10,48.2,25.4,25
2022-02-21,0.20,42.5,21.6,140
2022-02-22,27.20,35.3,17.0,129
2022-02-23,9.50,33.5,16.6,89
2022-02-24,19.40,38.2,18.7,57
2022-02-25,14.80,32.4,12.7,82
2022-02-26,41.40,31.3,15.7,103
2022-02-27,5.10,26.3,14.3,76
2022-02-28,6.10,39.6,20.3,68
2022-03-01,20.20,44.6,24.3,102
2022-03-02,47.80,43.2,23.8,103
2022-03-03,35.30,54.4,26.8,156
2022-03-04,7.40,43.2,21.4,157
2022-03-05,2.90,38.5,19.6,29
2022-03-06,25.00,54.4,27.8,159
2022-03-07,43.70,44.3,23.8,120
2022-03-08,62.30,82.8,41.1,193
2022-03-09,4.30,69.5,37.6,215
2022-03-10,0.00,41.8,20.4,196
2022-03-11,2.20,31.7,13.5,171
2022-03-12,0.60,36.4,17.7,69
2022-03-13,0.60,26.6,12.2,74
2022-03-14,1.30,35.3,16.5,132
2022-03-15,0.10,33.1,16.0,119
2022-03-16,6.00,29.2,14.6,70
2022-03-17,0.30,28.1,13.3,18
2022-03-18,3.10,31.3,16.2,146
2022-03-19,4.50,54.4,27.7,175
2022-03-20,0.00,33.8,16.1,219
2022-03-21,0.80,34.2,16.9,184
2022-03-22,0.00,36.0,18.5,12
2022-03-23,0.70,50.8,25.7,168
2022-03-24,26.10,26.6,13.0,96
2022-03-25,5.70,41.0,19.6,140
2022-03-26,9.10,28.8,14.0,132
2022-03-27,6.50,29.2,12.8,119
2022-03-28,14.80,28.4,12.5,178
2022-03-29,8.00,22.7,11.6,210
2022-03-30,3.80,56.2,29.2,186
2022-03-31,10.20,73.1,35.4,196
2022-04-01,7.70,70.6,34.0,216
2022-04-02,1.00,46.1,24.2,254
2022-04-03,0.00,30.6,16.1,310
2022-04-04,0.00,27.4,13.9,300
2022-04-05,0.10,33.5,15.3,219
2022-04-06,34.70,56.9,29.8,155
2022-04-07,65.80,51.5,25.2,92
2022-04-08,5.10,43.2,20.6,95
2022-04-09,3.40,36.7,18.2,55
2022-04-10,3.60,24.1,10.1,13
2022-04-11,0.30,39.6,20.8,217
2022-04-12,2.10,36.7,19.8,180
2022-04-13,6.10,39.6,19.8,175
2022-04-14,1.40,24.8,11.8,198
2022-04-15,0.00,31.0,15.5,338
2022-04-16,0.20,18.7,9.3,296
2022-04-17,0.20,33.1,16.5,354
2022-04-18,0.00,24.5,13.9,2
2022-04-19,6.90,44.6,23.3,15
2022-04-20,0.10,42.8,23.0,274
2022-04-21,1.30,49.7,25.5,197
2022-04-22,3.50,41.4,19.1,155
2022-04-23,2.50,22.3,11.5,138
2022-04-24,0.70,29.9,13.9,165
2022-04-25,4.60,27.4,10.9,234
2022-04-26,0.90,21.6,8.6,236
2022-04-27,4.80,24.8,10.4,9
2022-04-28,6.10,31.7,16.8,1
2022-04-29,0.30,23.8,13.6,357
2022-04-30,4.50,45.0,20.9,316
2022-05-01,0.00,26.3,14.5,266
2022-05-02,0.20,23.4,11.2,331
2022-05-03,0.00,28.4,14.9,341
2022-05-04,0.00,24.1,12.3,349
2022-05-05,5.70,28.4,16.0,256
2022-05-06,2.20,34.6,15.2,262
2022-05-07,0.00,29.5,14.7,294
2022-05-08,0.00,33.1,12.6,271
2022-05-09,12.80,24.8,14.5,219
2022-05-10,1.10,41.0,20.6,119
2022-05-11,18.70,33.8,18.6,68
2022-05-12,9.90,47.9,26.3,26
2022-05-13,11.50,31.7,16.7,4
2022-05-14,0.10,29.5,15.9,359
2022-05-15,0.50,19.8,10.7,287
2022-05-16,0.00,25.6,14.4,301
2022-05-17,0.00,39.6,19.1,273
2022-05-18,0.00,39.2,18.6,265
2022-05-19,0.00,31.3,16.9,250
2022-05-20,9.60,32.8,18.3,217
2022-05-21,11.20,31.0,16.1,174
2022-05-22,6.00,38.2,15.6,184
2022-05-23,11.80,31.0,13.8,167
2022-05-24,10.10,26.6,12.2,199
2022-05-25,0.50,21.6,9.0,251
2022-05-26,0.00,21.2,10.5,326
2022-05-27,0.00,18.7,8.7,321
2022-05-28,0.00,27.0,13.4,277
2022-05-29,0.00,39.6,20.5,260
2022-05-30,6.90,49.3,24.5,327
2022-05-31,0.00,75.2,35.6,291
2022-06-01,0.00,70.2,36.0,273
2022-06-02,0.00,47.5,26.0,268
2022-06-03,0.70,32.4,18.1,314
2022-06-04,0.80,42.8,22.0,294
2022-06-05,0.00,50.8,24.7,342
2022-06-06,0.00,60.1,31.3,312
2022-06-07,0.00,50.4,26.7,301
2022-06-08,0.00,51.5,25.2,272
2022-06-09,0.00,52.2,26.9,277
2022-06-10,0.00,41.8,21.8,270
2022-06-11,0.00,49.7,27.4,268
2022-06-12,0.00,56.9,28.7,266
2022-06-13,0.00,30.2,16.7,265
2022-06-14,0.00,24.5,13.1,314
2022-06-15,0.00,23.4,12.0,307
2022-06-16,0.30,26.3,15.5,294
2022-06-17,0.00,40.7,22.8,240
2022-06-18,0.70,46.8,24.2,213
2022-06-19,2.20,48.6,24.9,205
2022-06-20,1.60,22.0,11.0,253
2022-06-21,4.80,25.9,12.3,302
2022-06-22,0.00,41.0,22.9,266
2022-06-23,0.00,27.0,15.5,282
2022-06-24,0.00,34.9,18.1,298
2022-06-25,0.00,33.8,18.7,282
2022-06-26,0.00,21.2,12.1,273
2022-06-27,0.90,58.3,30.4,216
2022-06-28,0.70,38.2,19.1,216
2022-06-29,0.00,25.9,14.7,323
2022-06-30,0.30,28.4,13.7,245
2022-07-01,40.40,27.7,15.6,231
2022-07-02,29.40,26.6,14.6,143
2022-07-03,52.80,84.2,42.2,136
2022-07-04,34.20,63.4,34.4,162
2022-07-05,38.60,71.3,38.7,151
2022-07-06,27.00,50.0,27.2,152
2022-07-07,6.20,39.6,21.8,219
2022-07-08,0.00,58.0,30.3,268
2022-07-09,0.00,40.7,22.4,258
2022-07-10,12.90,54.0,25.8,179
2022-07-11,1.30,30.2,15.4,218
2022-07-12,2.00,22.3,11.3,289
2022-07-13,0.90,42.8,21.4,232
2022-07-14,0.70,64.8,33.0,213
2022-07-15,0.00,30.2,15.5,279
2022-07-16,0.00,32.8,18.3,311
2022-07-17,0.00,52.6,28.6,332
2022-07-18,0.00,50.0,25.6,267
2022-07-19,4.50,51.8,27.3,197
2022-07-20,3.00,26.3,14.3,205
2022-07-21,5.00,37.1,20.4,103
2022-07-22,2.10,42.5,21.7,104
2022-07-23,2.10,24.8,12.3,142
2022-07-24,1.20,22.0,10.7,297
2022-07-25,0.00,23.8,12.6,337
2022-07-26,4.20,52.6,28.6,268
2022-07-27,0.00,48.6,26.7,256
2022-07-28,0.00,39.6,19.5,260
2022-07-29,0.00,49.3,24.9,215
2022-07-30,0.00,24.8,13.2,292
2022-07-31,0.00,31.3,16.6,356
2022-08-01,0.60,41.4,22.2,323
2022-08-02,0.00,26.6,13.5,330
2022-08-03,0.30,40.0,22.1,0
2022-08-04,7.10,59.8,32.2,351
2022-08-05,0.00,46.4,24.3,317
2022-08-06,0.20,43.6,23.1,297
2022-08-07,3.40,40.7,20.5,225
2022-08-08,0.10,42.8,21.3,211
2022-08-09,2.20,49.7,25.1,210
2022-08-10,2.10,32.4,15.6,204
2022-08-11,0.10,27.0,15.3,346
2022-08-12,11.40,31.7,16.0,359
2022-08-13,3.70,36.0,16.6,295
2022-08-14,0.00,49.7,24.2,308
2022-08-15,0.00,42.8,22.3,309
2022-08-16,0.00,37.8,18.4,274
2022-08-17,0.00,30.6,17.1,260
2022-08-18,0.00,28.4,16.1,317
2022-08-19,1.60,43.2,19.2,283
2022-08-20,0.00,41.4,21.3,271
2022-08-21,0.00,33.5,16.8,283
2022-08-22,0.00,45.0,22.8,322
2022-08-23,23.60,67.0,33.1,267
2022-08-24,0.60,50.0,22.1,234
2022-08-25,0.40,39.2,19.5,253
2022-08-26,0.80,46.8,23.0,200
2022-08-27,1.60,27.0,12.0,194
2022-08-28,0.00,33.8,16.6,16
2022-08-29,0.00,38.9,20.2,17
2022-08-30,0.10,49.3,24.8,320
2022-08-31,2.00,34.9,19.1,202
2022-09-01,1.00,34.9,18.1,17
2022-09-02,2.50,53.3,29.1,189
2022-09-03,7.60,65.2,33.2,172
2022-09-04,3.00,62.3,28.7,178
2022-09-05,0.50,49.0,25.6,200
2022-09-06,2.20,34.2,13.8,194
2022-09-07,0.90,29.9,14.5,52
2022-09-08,0.10,54.0,29.6,33
2022-09-09,6.60,36.0,17.0,7
2022-09-10,0.10,37.8,18.0,290
2022-09-11,0.00,35.3,17.3,265
2022-09-12,0.00,40.3,18.4,258
2022-09-13,0.40,43.2,20.8,188
2022-09-14,0.30,27.4,12.2,328
2022-09-15,11.10,40.7,21.6,14
2022-09-16,0.50,42.5,20.3,308
2022-09-17,0.00,49.3,25.0,309
2022-09-18,0.00,41.8,19.8,303
2022-09-19,0.00,42.1,21.8,271
2022-09-20,0.10,41.8,21.0,21
2022-09-21,1.90,53.3,26.7,34
2022-09-22,6.60,49.3,24.7,50
2022-09-23,10.10,32.4,17.1,34
2022-09-24,4.80,36.0,16.6,215
2022-09-25,0.00,31.3,14.6,259
2022-09-26,1.20,25.6,13.2,358
2022-09-27,0.10,36.0,16.4,14
2022-09-28,8.10,33.5,15.9,237
2022-09-29,4.90,63.4,32.7,202
2022-09-30,9.70,56.5,29.8,186
2022-10-01,0.60,40.3,20.1,156
2022-10-02,3.90,34.6,13.6,180
2022-10-03,0.00,34.6,17.6,15
2022-10-04,0.00,32.0,14.1,100
2022-10-05,13.90,37.1,19.6,91
2022-10-06,11.30,38.9,21.4,42
2022-10-07,11.40,33.5,15.0,18
2022-10-08,44.40,33.5,16.3,153
2022-10-09,15.80,56.9,30.3,202
2022-10-10,0.90,30.2,14.0,137
2022-10-11,0.10,31.7,15.3,58
2022-10-12,1.70,40.0,19.8,45
2022-10-13,0.00,51.5,27.7,34
2022-10-14,7.80,50.4,25.1,308
2022-10-15,0.00,38.9,19.4,31
2022-10-16,3.90,39.2,18.5,152
2022-10-17,4.10,40.7,21.7,152
2022-10-18,0.90,33.1,15.1,58
2022-10-19,0.10,32.8,14.8,151
2022-10-20,5.10,42.8,23.8,68
2022-10-21,9.40,54.7,29.6,35
2022-10-22,1.80,46.1,23.5,30
2022-10-23,7.10,35.6,17.1,53
2022-10-24,15.20,40.7,21.7,92
2022-10-25,6.50,35.6,19.0,324
2022-10-26,0.10,40.0,19.9,296
2022-10-27,1.80,41.0,19.0,301
2022-10-28,0.30,54.4,28.4,287
2022-10-29,0.70,41.8,21.3,276
2022-10-30,0.00,40.3,20.6,16
2022-10-31,3.60,53.3,28.8,354
2022-11-01,2.80,58.3,29.7,306
2022-11-02,0.20,66.2,30.0,270
2022-11-03,0.60,41.8,20.6,224
2022-11-04,0.40,29.5,13.2,85
2022-11-05,0.60,36.7,18.1,47
2022-11-06,0.00,39.6,18.9,46
2022-11-07,1.20,42.8,20.1,47
2022-11-08,0.20,37.4,18.0,54
2022-11-09,0.20,41.0,20.3,60
2022-11-10,0.00,42.1,21.2,53
2022-11-11,0.00,36.7,17.6,26
2022-11-12,0.00,33.8,14.3,147
2022-11-13,2.40,46.1,24.9,14
2022-11-14,1.10,65.2,33.3,303
2022-11-15,1.70,38.2,17.4,211
2022-11-16,1.50,48.2,20.4,224
2022-11-17,0.00,44.6,20.8,200
2022-11-18,0.00,44.6,20.2,185
2022-11-19,0.00,49.0,24.5,31
2022-11-20,0.00,64.4,33.0,290
2022-11-21,0.00,73.4,37.9,288
2022-11-22,0.00,60.8,31.2,263
2022-11-23,0.10,51.1,25.8,267
2022-11-24,0.00,41.8,19.2,134
2022-11-25,1.60,42.5,19.3,99
2022-11-26,0.10,41.8,20.2,131
2022-11-27,4.10,46.1,19.4,37
2022-11-28,0.90,37.8,17.3,151
2022-11-29,0.30,52.9,26.4,159
2022-11-30,0.00,40.7,19.5,63
2022-12-01,0.00,36.4,15.8,110
2022-12-02,0.40,39.6,19.4,139
2022-12-03,1.20,38.2,18.8,72
2022-12-04,0.10,51.8,26.0,37
2022-12-05,2.50,40.3,20.0,32
2022-12-06,0.50,43.9,20.5,167
2022-12-07,0.00,42.8,21.4,323
2022-12-08,1.20,52.6,25.3,192
2022-12-09,0.10,40.3,19.5,164
2022-12-10,0.40,38.9,19.1,107
2022-12-11,0.10,50.4,28.0,32
2022-12-12,1.50,68.4,30.1,310
2022-12-13,0.00,41.4,18.9,351
2022-12-14,0.10,54.7,27.0,245
2022-12-15,0.30,58.7,30.9,200
2022-12-16,0.60,56.2,29.2,193
2022-12-17,2.20,61.6,30.6,190
2022-12-18,5.10,62.3,31.7,188
2022-12-19,0.80,61.9,31.0,182
2022-12-20,0.20,47.9,22.9,175
2022-12-21,0.40,40.3,19.1,129
2022-12-22,0.60,34.9,18.4,34
2022-12-23,0.00,36.0,15.6,75
2022-12-24,0.00,39.2,18.7,52
2022-12-25,0.00,37.8,19.5,112
2022-12-26,0.00,45.0,21.8,41
2022-12-27,0.00,40.7,19.3,49
2022-12-28,0.00,56.5,28.8,34
2022-12-29,0.30,50.0,26.6,170
2022-12-30,5.90,38.2,18.0,92
2022-12-31,1.30,36.7,18.7,64
